ip,hostname,asn,country,events,event_nodes,event_categories_c,event_categories,rep_score,blacklists,tags,ts_added,ts_last_event
65.49.1.138,scan-69-06.shadowserver.org,6939,US,6750,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9104166666666667,ciarmy|uceprotect|abuseipdb|turris_greylist|dshield,whitelist|researchscanners|reconscanning,2025-02-20T17:17:50Z,2025-08-10T18:23:49Z
65.49.1.231,scan-78-09.shadowserver.org,6939,US,5803,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9104166666666667,dshield|ciarmy|abuseipdb|turris_greylist|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-03-15T00:50:54Z,2025-08-10T18:06:11Z
80.82.77.33,sky.census.shodan.io,,NL,51508,11,4,AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.9101190476190476,ciarmy|firehol_anonymous|turris_greylist|blocklist_de-ssh|dataplane_org_telnet_login|abuseipdb|blocklist_de-mail|blocklist_net_ua_ips|dataplane_org_smtp_greet|dataplane_org_sipquery|blocklist_de-imap,researchscanners|reconscanning|whitelist,2017-03-20T19:06:04Z,2025-08-10T18:25:19Z
65.49.20.109,scan-20j.shadowserver.org,6939,US,5511,5,2,AnomalyTraffic|ReconScanning,0.9101190476190476,ciarmy|turris_greylist|abuseipdb|spamhaus-xbl-cbl|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T19:37:17Z,2025-08-10T18:19:29Z
185.242.226.46,security.criminalip.com,202425,NL,6562,5,2,AnomalyTraffic|ReconScanning,0.9100710233052571,ciarmy|abuseipdb|dshield|turris_greylist|uceprotect,researchscanners|whitelist|reconscanning,2024-02-14T14:25:51Z,2025-08-10T11:24:56Z
65.49.20.95,scan-18g.shadowserver.org,6939,US,5895,5,2,AnomalyTraffic|ReconScanning,0.9098214285714286,ciarmy|abuseipdb|spamhaus-xbl-cbl,reconscanning|researchscanners|whitelist,2019-12-04T17:27:17Z,2025-08-10T18:05:06Z
65.49.1.139,scan-69-07.shadowserver.org,6939,US,6710,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9098214285714286,ciarmy|abuseipdb|dshield|turris_greylist|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T18:02:14Z,2025-08-10T18:19:23Z
89.248.172.16,house.census.shodan.io,,NL,51240,10,5,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.9098214285714284,ciarmy|turris_greylist|dataplane_org_telnet_login|abuseipdb|blocklist_de-mail|blocklist_de-ssh|blocklist_net_ua_ips|spamhaus-xbl-cbl|dataplane_org_smtp_greet|dataplane_org_sipquery|blocklist_de-imap,reconscanning|researchscanners|whitelist,2016-07-11T15:57:54Z,2025-08-10T18:24:19Z
93.174.95.106,battery.census.shodan.io,202425,NL,51000,8,4,AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.9095238095238096,ciarmy|turris_greylist|blocklist_de-ssh|blocklist_de-mail|dataplane_org_telnet_login|abuseipdb|firehol_anonymous|dataplane_org_smtp_greet|dataplane_org_sipquery|blocklist_de-imap,researchscanners|reconscanning|whitelist,2019-06-14T03:10:47Z,2025-08-10T18:25:46Z
65.49.1.35,scan-53l.shadowserver.org,6939,US,5980,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9095238095238096,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T00:28:30Z,2025-08-10T18:18:54Z
65.49.1.145,scan-70-03.shadowserver.org,6939,US,7112,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9095238095238096,ciarmy|blocklist_de-ssh|abuseipdb|dshield|turris_greylist|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:17:08Z,2025-08-10T18:24:53Z
65.49.1.112,scan-59e.shadowserver.org,6939,US,5762,5,2,AnomalyTraffic|ReconScanning,0.9095238095238095,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:26:56Z,2025-08-10T18:19:49Z
65.49.1.72,scan-56g.shadowserver.org,6939,US,5607,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9095238095238095,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-mail|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:53:15Z,2025-08-10T18:25:20Z
65.49.1.174,scan-73-02.shadowserver.org,6939,US,6743,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9095238095238095,dshield|abuseipdb|blocklist_de-ssh|ciarmy|turris_greylist|uceprotect,researchscanners|whitelist|reconscanning,2025-04-17T15:50:58Z,2025-08-10T18:19:35Z
65.49.1.226,scan-78-04.shadowserver.org,6939,US,5753,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9092261904761905,dshield|ciarmy|abuseipdb|blocklist_de-ssh|turris_greylist|uceprotect,whitelist|researchscanners|reconscanning,2025-03-15T00:49:49Z,2025-08-10T18:18:16Z
65.49.1.205,scan-76-03.shadowserver.org,6939,US,6287,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9092261904761905,ciarmy|dshield|abuseipdb|turris_greylist|uceprotect,researchscanners|whitelist|reconscanning,2025-03-17T15:44:18Z,2025-08-10T17:58:27Z
65.49.20.120,scan-19m.shadowserver.org,6939,US,5752,5,2,AnomalyTraffic|ReconScanning,0.9089285714285714,ciarmy|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T16:44:49Z,2025-08-10T18:16:32Z
65.49.1.61,scan-55j.shadowserver.org,6939,US,5700,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9089285714285714,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T14:13:38Z,2025-08-10T18:27:03Z
65.49.1.91,scan-57l.shadowserver.org,6939,US,6052,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9086309523809525,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:24:37Z,2025-08-10T18:13:47Z
65.49.1.184,scan-74-02.shadowserver.org,6939,US,6085,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9086309523809525,uceprotect|ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:13:19Z,2025-08-10T18:26:15Z
65.49.1.11,scan-52b.shadowserver.org,6939,US,5749,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9086309523809523,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-06-28T02:17:04Z,2025-08-10T18:18:19Z
65.49.1.114,scan-59g.shadowserver.org,6939,US,5702,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9086309523809523,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:44:21Z,2025-08-10T18:18:31Z
65.49.1.241,scan-79-09.shadowserver.org,6939,US,6579,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9086309523809523,dshield|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh|uceprotect,researchscanners|whitelist|reconscanning,2025-03-15T00:48:16Z,2025-08-10T18:15:59Z
65.49.20.108,scan-19j.shadowserver.org,6939,US,5774,5,2,AnomalyTraffic|ReconScanning,0.9083333333333333,ciarmy|spamhaus-xbl-cbl|abuseipdb,reconscanning|researchscanners|whitelist,2019-12-04T16:54:52Z,2025-08-10T18:05:53Z
89.248.167.131,mason.census.shodan.io,202425,NL,46171,9,5,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.9083333333333333,spamhaus-sbl|ciarmy|abuseipdb|turris_greylist|blocklist_de-mail|dataplane_org_telnet_login|spamhaus-sbl-css|spamhaus-xbl-cbl|blocklist_de-ssh|firehol_anonymous|blocklist_de-imap|dataplane_org_smtp_greet|dataplane_org_sipquery,whitelist|researchscanners|reconscanning,2024-08-06T17:33:36Z,2025-08-10T18:26:02Z
148.153.56.174,,63199,US,1848,6,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.9082678919746763,ciarmy|abuseipdb|blocklist_de-mail|turris_greylist|dataplane_org_sipquery|spamhaus-xbl-cbl|dataplane_org_smtp_greet|blocklist_de-ssh|uceprotect|crowdsec,reconscanning,2025-04-11T10:18:39Z,2025-08-10T18:15:15Z
65.49.1.46,scan-54i.shadowserver.org,6939,US,5655,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9080357142857143,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-30T02:37:38Z,2025-08-10T18:26:58Z
65.49.1.56,scan-55e.shadowserver.org,6939,US,5711,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9080357142857143,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T14:13:06Z,2025-08-10T18:13:23Z
45.142.154.10,,9465,NL,8763,5,2,AnomalyTraffic|ReconScanning,0.9077380952380953,dataplane_org_sipquery|abuseipdb|ciarmy|dshield|turris_greylist,reconscanning,2025-07-22T02:11:08Z,2025-08-10T18:25:29Z
65.49.20.73,scan-20a.shadowserver.org,6939,US,5624,5,2,AnomalyTraffic|ReconScanning,0.9077380952380952,ciarmy|turris_greylist|abuseipdb|spamhaus-xbl-cbl|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T19:25:27Z,2025-08-10T18:26:57Z
65.49.1.97,scan-58d.shadowserver.org,6939,US,5870,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9077380952380952,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:25:49Z,2025-08-10T18:18:15Z
65.49.1.190,scan-74-08.shadowserver.org,6939,US,6058,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9074404761904762,ciarmy|blocklist_de-ssh|turris_greylist|dshield|abuseipdb|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:53:31Z,2025-08-10T18:16:41Z
95.215.0.144,scan.f6,34665,RU,28149,21,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.9074393136160714,spamhaus-xbl-cbl|dataplane_org_vnc_rfb|dataplane_org_smtp_greet|uceprotect|ciarmy|abuseipdb|turris_greylist|spamhaus-sbl-css|blocklist_de-ssh|dataplane_org_telnet_login|blocklist_net_ua_ips,reconscanning,2025-06-08T05:06:23Z,2025-08-10T18:24:28Z
144.172.110.50,,14956,US,5748,5,3,AnomalyTraffic|IntrusionUserCompromise|ReconScanning,0.9072916666666667,ciarmy|abuseipdb|turris_greylist|dataplane_org_telnet_login|spamhaus-xbl-cbl|blocklist_net_ua_ips,reconscanning,2025-07-07T22:07:04Z,2025-08-09T02:18:40Z
216.218.206.87,scan-06e.shadowserver.org,,US,4800,5,2,AnomalyTraffic|ReconScanning,0.9071428571428571,abuseipdb,reconscanning|researchscanners|whitelist,2016-07-12T03:11:19Z,2025-08-10T18:19:23Z
65.49.1.33,scan-53j.shadowserver.org,6939,US,6036,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9068452380952381,ciarmy|turris_greylist|abuseipdb|blocklist_de-ssh|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-29T20:43:34Z,2025-08-10T18:25:45Z
65.49.1.98,scan-58e.shadowserver.org,6939,US,5860,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9068452380952381,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:28:48Z,2025-08-10T18:20:40Z
86.54.31.34,wine.census.shodan.io,174,CA,42792,12,4,AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.9068452380952381,ciarmy|dataplane_org_smtp_greet|dataplane_org_sipquery|abuseipdb|dataplane_org_telnet_login|turris_greylist|spamhaus-sbl-css|blocklist_de-ssh|blocklist_de-imap|blocklist_de-mail,whitelist|researchscanners|reconscanning,2025-04-09T00:02:53Z,2025-08-10T18:27:37Z
65.49.1.101,scan-58h.shadowserver.org,6939,US,5781,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.906547619047619,ciarmy|turris_greylist|abuseipdb|uceprotect|firehol_anonymous|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:44:41Z,2025-08-10T18:16:23Z
65.49.1.32,scan-53i.shadowserver.org,6939,US,5900,6,2,AnomalyTraffic|ReconScanning,0.9065476190476189,firehol_anonymous|ciarmy|turris_greylist|abuseipdb|blocklist_de-ssh|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-30T00:12:55Z,2025-08-10T18:22:59Z
65.49.1.89,scan-57j.shadowserver.org,6939,US,5856,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9065476190476189,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:38:28Z,2025-08-10T18:26:47Z
65.49.1.162,scan-72-00.shadowserver.org,6939,US,6773,12,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9063988095238096,ciarmy|uceprotect|abuseipdb|turris_greylist|dshield|blocklist_de-ssh|dataplane_org_vnc_rfb|blocklist_de-imap|blocklist_de-mail,whitelist|researchscanners|reconscanning,2025-02-20T17:48:40Z,2025-08-10T18:13:48Z
65.49.20.89,scan-20e.shadowserver.org,6939,US,5242,5,2,AnomalyTraffic|ReconScanning,0.90625,ciarmy|turris_greylist|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T17:14:56Z,2025-08-10T18:23:19Z
65.49.20.77,scan-20b.shadowserver.org,6939,US,5594,5,2,AnomalyTraffic|ReconScanning,0.9056547619047619,ciarmy|turris_greylist|abuseipdb|spamhaus-xbl-cbl|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T16:37:31Z,2025-08-10T18:05:44Z
65.49.20.119,scan-18m.shadowserver.org,6939,US,5927,5,2,AnomalyTraffic|ReconScanning,0.9056547619047619,ciarmy|abuseipdb|spamhaus-xbl-cbl|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T16:40:47Z,2025-08-10T18:25:32Z
65.49.20.71,scan-18a.shadowserver.org,6939,US,5756,5,2,AnomalyTraffic|ReconScanning,0.905357142857143,ciarmy|abuseipdb|uceprotect|turris_greylist,reconscanning|researchscanners|whitelist,2019-12-04T16:44:31Z,2025-08-10T18:20:28Z
205.210.31.64,,396982,US,22912,6,2,AttemptLogin|ReconScanning,0.9053571428571429,dshield|dataplane_org_vnc_rfb|uceprotect|turris_greylist|spamhaus-xbl-cbl|dataplane_org_sipquery|crowdsec,reconscanning,2023-04-14T22:59:59Z,2025-08-10T18:25:44Z
65.49.1.74,scan-56i.shadowserver.org,6939,US,5800,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9053571428571429,ciarmy|turris_greylist|abuseipdb|uceprotect|firehol_anonymous|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:30:00Z,2025-08-10T18:14:42Z
65.49.1.196,scan-75-04.shadowserver.org,6939,US,6357,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9053571428571429,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect,researchscanners|whitelist|reconscanning,2025-02-20T17:19:59Z,2025-08-10T18:25:55Z
65.49.1.179,scan-73-07.shadowserver.org,6939,US,6833,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9053571428571429,dshield|abuseipdb|ciarmy|turris_greylist|blocklist_de-ssh|uceprotect,researchscanners|whitelist|reconscanning,2025-04-17T16:00:03Z,2025-08-10T17:49:49Z
65.49.1.177,scan-73-05.shadowserver.org,6939,US,6827,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9050595238095237,dshield|abuseipdb|ciarmy|uceprotect|turris_greylist|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-04-17T16:09:17Z,2025-08-10T18:06:13Z
172.235.181.217,prod47client01.academyforinternetresearch.org,63949,NL,16773,13,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.9049107142857142,turris_greylist|blocklist_de-ssh|abuseipdb|dataplane_org_smtp_greet|dataplane_org_telnet_login|blocklist_de-imap|blocklist_de-mail|spamhaus-xbl-cbl|uceprotect|bruteforceblocker|spamhaus-sbl-css|blocklist_net_ua_ips|crowdsec,reconscanning,2025-04-12T02:01:33Z,2025-08-10T18:25:50Z
216.218.206.118,scan-05m.shadowserver.org,,US,4537,5,2,AnomalyTraffic|ReconScanning,0.9047619047619048,abuseipdb,reconscanning|researchscanners|whitelist,2016-07-12T00:44:31Z,2025-08-10T18:25:12Z
80.82.77.139,dojo.census.shodan.io,,NL,51157,11,5,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|IntrusionUserCompromise+AttemptExploit|ReconScanning,0.9047619047619048,ciarmy|turris_greylist|blocklist_de-ssh|blocklist_de-imap|blocklist_de-mail|dataplane_org_telnet_login|abuseipdb|spamhaus-xbl-cbl|spamhaus-pbl|blocklist_net_ua_ips|dataplane_org_smtp_greet|dataplane_org_sipquery|threatfox_ips,reconscanning|researchscanners|whitelist,2017-03-20T10:36:49Z,2025-08-10T18:27:25Z
65.49.1.75,scan-56j.shadowserver.org,6939,US,5756,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9047619047619048,ciarmy|turris_greylist|abuseipdb|uceprotect|blocklist_de-ssh|dshield,reconscanning|whitelist|researchscanners,2023-07-07T13:35:46Z,2025-08-10T17:54:08Z
65.49.1.79,scan-56n.shadowserver.org,6939,US,5591,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9047619047619048,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-07-07T14:39:44Z,2025-08-10T18:25:39Z
216.218.206.99,scan-06h.shadowserver.org,,US,4761,5,2,AnomalyTraffic|ReconScanning,0.9044642857142857,abuseipdb|uceprotect,researchscanners|reconscanning|whitelist,2016-07-12T03:13:50Z,2025-08-10T18:23:12Z
65.49.20.74,scan-17b.shadowserver.org,6939,US,5401,5,2,AnomalyTraffic|ReconScanning,0.9044642857142857,ciarmy|turris_greylist|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T16:36:48Z,2025-08-10T18:13:21Z
65.49.1.110,scan-59c.shadowserver.org,6939,US,5578,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9044642857142857,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T15:09:46Z,2025-08-10T18:26:55Z
65.49.1.149,scan-70-07.shadowserver.org,6939,US,7065,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9044642857142856,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:11:19Z,2025-08-10T18:21:49Z
216.218.206.110,scan-05k.shadowserver.org,,US,4546,5,2,AnomalyTraffic|ReconScanning,0.9041666666666668,abuseipdb,reconscanning|researchscanners|whitelist,2016-07-12T04:08:41Z,2025-08-10T18:05:50Z
172.104.241.92,prod49client01.academyforinternetresearch.org,63949,DE,14760,18,4,AnomalyTraffic|AttemptLogin|IntrusionUserCompromise|ReconScanning,0.9039434523809523,blocklist_de-ssh|abuseipdb|dataplane_org_smtp_greet|dataplane_org_telnet_login|uceprotect|turris_greylist|bruteforceblocker|blocklist_de-imap|blocklist_de-mail|spamhaus-xbl-cbl|crowdsec,reconscanning,2025-04-12T02:01:30Z,2025-08-10T18:27:11Z
65.49.20.75,scan-18b.shadowserver.org,6939,US,5791,5,2,AnomalyTraffic|ReconScanning,0.9038690476190475,ciarmy|spamhaus-xbl-cbl|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T16:52:02Z,2025-08-10T18:26:35Z
52.14.58.0,scan.cypex.ai,16509,US,16806,5,2,AnomalyTraffic|ReconScanning,0.9038690476190475,ciarmy|abuseipdb|turris_greylist,reconscanning,2025-05-07T09:06:59Z,2025-08-10T18:24:49Z
65.49.1.47,scan-54j.shadowserver.org,6939,US,5731,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9035714285714286,ciarmy|turris_greylist|abuseipdb|blocklist_de-ssh|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-30T02:46:59Z,2025-08-10T18:26:43Z
65.49.1.65,scan-55n.shadowserver.org,6939,US,5680,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9035714285714286,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T14:06:15Z,2025-08-10T18:25:36Z
65.49.1.134,scan-69-02.shadowserver.org,6939,US,6775,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9035714285714286,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,whitelist|researchscanners|reconscanning,2025-02-20T17:12:22Z,2025-08-10T18:25:24Z
216.218.206.113,scan-08k.shadowserver.org,,US,4562,5,2,AnomalyTraffic|ReconScanning,0.9032738095238095,turris_greylist|abuseipdb|uceprotect,researchscanners|reconscanning|whitelist,2017-02-24T00:35:52Z,2025-08-10T17:54:04Z
65.49.1.63,scan-55l.shadowserver.org,6939,US,5679,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9032738095238095,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-mail|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T14:03:31Z,2025-08-10T18:12:46Z
65.49.1.136,scan-69-04.shadowserver.org,6939,US,6672,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9029761904761905,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:11:39Z,2025-08-10T18:27:16Z
93.152.230.140,,210006,BG,21444,5,2,AnomalyTraffic|ReconScanning,0.9029761904761905,ciarmy|abuseipdb|dshield|turris_greylist,reconscanning,2025-06-24T09:52:27Z,2025-08-10T18:27:19Z
65.49.20.107,scan-18j.shadowserver.org,6939,US,5791,6,2,AnomalyTraffic|ReconScanning,0.9029761904761904,ciarmy|turris_greylist|abuseipdb|spamhaus-xbl-cbl,reconscanning|researchscanners|whitelist,2019-12-04T18:08:06Z,2025-08-10T18:15:59Z
65.49.1.159,scan-71-07.shadowserver.org,6939,US,6051,10,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9029761904761904,ciarmy|abuseipdb|dshield|turris_greylist|blocklist_de-ssh,researchscanners|whitelist|reconscanning,2025-02-20T17:21:11Z,2025-08-10T18:25:21Z
65.49.1.229,scan-78-07.shadowserver.org,6939,US,5742,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9029761904761904,dshield|ciarmy|abuseipdb|turris_greylist|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-03-15T00:57:52Z,2025-08-10T18:17:27Z
65.49.20.92,scan-19f.shadowserver.org,6939,US,5778,6,2,AnomalyTraffic|ReconScanning,0.9026785714285714,ciarmy|abuseipdb|spamhaus-xbl-cbl|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T17:23:24Z,2025-08-10T18:13:47Z
65.49.1.199,scan-75-07.shadowserver.org,6939,US,6337,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9026785714285714,ciarmy|abuseipdb|turris_greylist|dshield|blocklist_de-ssh|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:53:22Z,2025-08-10T18:14:51Z
65.49.20.104,scan-19i.shadowserver.org,6939,US,5630,5,2,AnomalyTraffic|ReconScanning,0.9023809523809524,ciarmy|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T17:30:06Z,2025-08-10T18:23:27Z
65.49.1.18,scan-52i.shadowserver.org,6939,US,5823,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9023809523809523,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-28T15:47:28Z,2025-08-10T18:08:41Z
65.49.1.121,scan-59n.shadowserver.org,6939,US,5626,9,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9023809523809523,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T14:36:50Z,2025-08-10T18:07:51Z
65.49.1.27,scan-53d.shadowserver.org,6939,US,5907,7,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9020833333333333,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-29T20:43:34Z,2025-08-10T18:03:16Z
65.49.1.171,scan-72-09.shadowserver.org,6939,US,5982,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9020833333333333,ciarmy|abuseipdb|turris_greylist|dshield|uceprotect,whitelist|researchscanners|reconscanning,2025-02-20T17:59:11Z,2025-08-10T18:24:20Z
65.49.20.83,scan-18d.shadowserver.org,6939,US,5852,5,2,AnomalyTraffic|ReconScanning,0.9017857142857142,ciarmy|turris_greylist|abuseipdb|spamhaus-xbl-cbl,reconscanning|researchscanners|whitelist,2019-12-04T16:37:31Z,2025-08-10T18:07:27Z
65.49.20.96,scan-19g.shadowserver.org,6939,US,5885,5,2,AnomalyTraffic|ReconScanning,0.9017857142857142,ciarmy|abuseipdb|uceprotect|spamhaus-xbl-cbl,reconscanning|researchscanners|whitelist,2019-12-04T16:48:22Z,2025-08-10T18:25:05Z
65.49.1.87,scan-57h.shadowserver.org,6939,US,6024,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9017857142857142,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-07-07T13:35:41Z,2025-08-10T18:25:32Z
65.49.20.82,scan-17d.shadowserver.org,6939,US,5481,5,2,AnomalyTraffic|ReconScanning,0.9014880952380953,ciarmy|turris_greylist|spamhaus-xbl-cbl|abuseipdb|uceprotect,reconscanning|researchscanners|whitelist,2019-12-04T16:55:28Z,2025-08-10T18:20:27Z
65.49.1.50,scan-54m.shadowserver.org,6939,US,5629,8,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9014880952380953,ciarmy|turris_greylist|abuseipdb|uceprotect|dshield|blocklist_de-ssh,reconscanning|whitelist|researchscanners,2023-06-30T02:38:07Z,2025-08-10T18:15:38Z
65.49.1.39,scan-54b.shadowserver.org,6939,US,5609,6,3,AnomalyTraffic|AttemptLogin|ReconScanning,0.9014880952380953,ciarmy|turris_greylist|abuseipdb|blocklist_de-ssh|uceprotect|dshield,reconscanning|whitelist|researchscanners,2023-06-30T02:40:42Z,2025-08-10T18:24:26Z
